----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 10276
1482000 1318
1378000 1318
1274000 1625
1170000 2767
1066000 2037
962000 2970
858000 4550
754000 5280
650000 7722
546000 9595
442000 19667
338000 28233
--------------------------------------
cpu 1 state 0
1586000 10276
1482000 1318
1378000 1318
1274000 1625
1170000 2767
1066000 2037
962000 2970
858000 4550
754000 5280
650000 7726
546000 9595
442000 19667
338000 28233
--------------------------------------
cpu 2 state 0
1586000 10276
1482000 1318
1378000 1318
1274000 1625
1170000 2767
1066000 2037
962000 2970
858000 4550
754000 5280
650000 7726
546000 9595
442000 19667
338000 28240
--------------------------------------
cpu 3 state 0
1586000 10276
1482000 1318
1378000 1318
1274000 1625
1170000 2767
1066000 2037
962000 2970
858000 4550
754000 5280
650000 7726
546000 9595
442000 19669
338000 28243
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 10783
2184000 556
2080000 4669
1976000 1412
1872000 528
1768000 2012
1664000 969
1560000 1712
1456000 574
1352000 2112
1248000 2876
1144000 974
1040000 2417
936000 2378
832000 5052
728000 4557
624000 5280
520000 48516
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 10783
2184000 556
2080000 4669
1976000 1412
1872000 528
1768000 2012
1664000 969
1560000 1712
1456000 574
1352000 2112
1248000 2876
1144000 974
1040000 2417
936000 2378
832000 5052
728000 4557
624000 5280
520000 48519
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 10783
2184000 556
2080000 4669
1976000 1412
1872000 528
1768000 2012
1664000 969
1560000 1712
1456000 574
1352000 2112
1248000 2876
1144000 974
1040000 2417
936000 2378
832000 5055
728000 4557
624000 5280
520000 48519
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 10783
2184000 556
2080000 4669
1976000 1412
1872000 528
1768000 2012
1664000 969
1560000 1712
1456000 574
1352000 2112
1248000 2876
1144000 974
1040000 2417
936000 2378
832000 5057
728000 4557
624000 5280
520000 48519
--------------------------------------
------------ FREQ TIME --------------------------
