----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 10192
1482000 1258
1378000 1288
1274000 1585
1170000 2707
1066000 1918
962000 2860
858000 4319
754000 4858
650000 7050
546000 8588
442000 17697
338000 26887
--------------------------------------
cpu 1 state 0
1586000 10192
1482000 1258
1378000 1288
1274000 1585
1170000 2707
1066000 1918
962000 2860
858000 4319
754000 4859
650000 7050
546000 8593
442000 17697
338000 26887
--------------------------------------
cpu 2 state 0
1586000 10192
1482000 1258
1378000 1288
1274000 1585
1170000 2707
1066000 1918
962000 2860
858000 4319
754000 4863
650000 7050
546000 8593
442000 17697
338000 26887
--------------------------------------
cpu 3 state 0
1586000 10192
1482000 1258
1378000 1288
1274000 1585
1170000 2707
1066000 1918
962000 2860
858000 4319
754000 4867
650000 7050
546000 8593
442000 17697
338000 26887
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 10574
2184000 546
2080000 4669
1976000 1360
1872000 498
1768000 1951
1664000 929
1560000 1609
1456000 554
1352000 2050
1248000 2794
1144000 922
1040000 2265
936000 2277
832000 4888
728000 4272
624000 4959
520000 44106
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 10574
2184000 546
2080000 4669
1976000 1360
1872000 498
1768000 1951
1664000 929
1560000 1609
1456000 554
1352000 2050
1248000 2794
1144000 922
1040000 2265
936000 2277
832000 4888
728000 4272
624000 4959
520000 44109
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 10574
2184000 546
2080000 4669
1976000 1360
1872000 498
1768000 1951
1664000 929
1560000 1609
1456000 554
1352000 2050
1248000 2794
1144000 922
1040000 2265
936000 2277
832000 4888
728000 4272
624000 4959
520000 44112
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 10574
2184000 546
2080000 4669
1976000 1360
1872000 498
1768000 1951
1664000 929
1560000 1609
1456000 554
1352000 2050
1248000 2794
1144000 922
1040000 2265
936000 2277
832000 4888
728000 4272
624000 4959
520000 44115
--------------------------------------
------------ FREQ TIME --------------------------
