----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 7286
1482000 636
1378000 665
1274000 743
1170000 1054
1066000 812
962000 1117
858000 1569
754000 1513
650000 2123
546000 2562
442000 5383
338000 8252
--------------------------------------
cpu 1 state 0
1586000 7286
1482000 636
1378000 665
1274000 743
1170000 1054
1066000 812
962000 1117
858000 1569
754000 1513
650000 2123
546000 2568
442000 5383
338000 8252
--------------------------------------
cpu 2 state 0
1586000 7286
1482000 636
1378000 665
1274000 743
1170000 1054
1066000 812
962000 1117
858000 1569
754000 1515
650000 2123
546000 2570
442000 5383
338000 8252
--------------------------------------
cpu 3 state 0
1586000 7286
1482000 636
1378000 665
1274000 743
1170000 1054
1066000 812
962000 1117
858000 1569
754000 1519
650000 2123
546000 2570
442000 5383
338000 8252
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 5641
2184000 323
2080000 4385
1976000 647
1872000 295
1768000 920
1664000 429
1560000 725
1456000 206
1352000 916
1248000 1369
1144000 526
1040000 908
936000 887
832000 2132
728000 1374
624000 1325
520000 10724
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 5641
2184000 323
2080000 4385
1976000 647
1872000 295
1768000 920
1664000 429
1560000 725
1456000 206
1352000 916
1248000 1369
1144000 526
1040000 908
936000 887
832000 2132
728000 1374
624000 1325
520000 10727
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 5641
2184000 323
2080000 4385
1976000 647
1872000 295
1768000 920
1664000 429
1560000 725
1456000 206
1352000 916
1248000 1369
1144000 526
1040000 908
936000 887
832000 2132
728000 1374
624000 1325
520000 10730
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 5641
2184000 323
2080000 4385
1976000 647
1872000 295
1768000 920
1664000 429
1560000 725
1456000 206
1352000 916
1248000 1369
1144000 526
1040000 908
936000 887
832000 2132
728000 1378
624000 1325
520000 10730
--------------------------------------
------------ FREQ TIME --------------------------
