----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 8739
1482000 917
1378000 965
1274000 1082
1170000 1801
1066000 1345
962000 1879
858000 2625
754000 2729
650000 3619
546000 3978
442000 9078
338000 17306
--------------------------------------
cpu 1 state 0
1586000 8739
1482000 917
1378000 965
1274000 1082
1170000 1801
1066000 1345
962000 1879
858000 2625
754000 2729
650000 3619
546000 3978
442000 9078
338000 17310
--------------------------------------
cpu 2 state 0
1586000 8739
1482000 917
1378000 965
1274000 1082
1170000 1801
1066000 1345
962000 1879
858000 2625
754000 2729
650000 3619
546000 3978
442000 9082
338000 17312
--------------------------------------
cpu 3 state 0
1586000 8739
1482000 917
1378000 965
1274000 1082
1170000 1801
1066000 1345
962000 1879
858000 2625
754000 2729
650000 3619
546000 3978
442000 9087
338000 17312
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 8009
2184000 425
2080000 4476
1976000 902
1872000 436
1768000 1320
1664000 685
1560000 1143
1456000 360
1352000 1358
1248000 1851
1144000 760
1040000 1512
936000 1496
832000 3241
728000 2592
624000 2780
520000 22736
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 8009
2184000 425
2080000 4476
1976000 902
1872000 436
1768000 1320
1664000 685
1560000 1143
1456000 360
1352000 1358
1248000 1851
1144000 760
1040000 1512
936000 1496
832000 3241
728000 2592
624000 2780
520000 22740
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 8009
2184000 425
2080000 4476
1976000 902
1872000 436
1768000 1320
1664000 685
1560000 1143
1456000 360
1352000 1358
1248000 1851
1144000 760
1040000 1512
936000 1496
832000 3247
728000 2592
624000 2780
520000 22740
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 8009
2184000 425
2080000 4476
1976000 902
1872000 436
1768000 1320
1664000 685
1560000 1143
1456000 360
1352000 1358
1248000 1851
1144000 760
1040000 1512
936000 1496
832000 3250
728000 2592
624000 2780
520000 22740
--------------------------------------
------------ FREQ TIME --------------------------
