----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 5171
1482000 211
1378000 182
1274000 170
1170000 365
1066000 147
962000 272
858000 358
754000 335
650000 402
546000 442
442000 915
338000 910
--------------------------------------
cpu 1 state 0
1586000 5171
1482000 211
1378000 182
1274000 170
1170000 365
1066000 147
962000 272
858000 358
754000 335
650000 402
546000 442
442000 917
338000 910
--------------------------------------
cpu 2 state 0
1586000 5171
1482000 211
1378000 182
1274000 170
1170000 365
1066000 147
962000 272
858000 358
754000 335
650000 403
546000 442
442000 921
338000 910
--------------------------------------
cpu 3 state 0
1586000 5171
1482000 211
1378000 182
1274000 170
1170000 365
1066000 147
962000 272
858000 358
754000 335
650000 408
546000 442
442000 921
338000 910
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 1490
2184000 121
2080000 4103
1976000 160
1872000 121
1768000 248
1664000 123
1560000 100
1456000 20
1352000 223
1248000 296
1144000 92
1040000 133
936000 223
832000 400
728000 294
624000 267
520000 1481
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 1490
2184000 121
2080000 4103
1976000 160
1872000 121
1768000 248
1664000 123
1560000 100
1456000 20
1352000 223
1248000 296
1144000 92
1040000 133
936000 223
832000 400
728000 294
624000 267
520000 1485
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 1490
2184000 121
2080000 4103
1976000 160
1872000 121
1768000 248
1664000 123
1560000 100
1456000 20
1352000 223
1248000 296
1144000 92
1040000 133
936000 223
832000 400
728000 294
624000 267
520000 1489
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 1490
2184000 121
2080000 4103
1976000 160
1872000 121
1768000 248
1664000 123
1560000 100
1456000 20
1352000 223
1248000 296
1144000 92
1040000 133
936000 223
832000 400
728000 294
624000 267
520000 1492
--------------------------------------
------------ FREQ TIME --------------------------
