----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 5871
1482000 433
1378000 361
1274000 420
1170000 731
1066000 435
962000 574
858000 926
754000 902
650000 1347
546000 1629
442000 3139
338000 3361
--------------------------------------
cpu 1 state 0
1586000 5871
1482000 433
1378000 361
1274000 420
1170000 731
1066000 438
962000 574
858000 926
754000 902
650000 1347
546000 1629
442000 3139
338000 3361
--------------------------------------
cpu 2 state 0
1586000 5871
1482000 433
1378000 361
1274000 420
1170000 731
1066000 441
962000 574
858000 926
754000 902
650000 1347
546000 1629
442000 3139
338000 3361
--------------------------------------
cpu 3 state 0
1586000 5871
1482000 433
1378000 361
1274000 420
1170000 731
1066000 441
962000 574
858000 928
754000 902
650000 1347
546000 1629
442000 3139
338000 3361
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 3641
2184000 201
2080000 4223
1976000 372
1872000 202
1768000 653
1664000 297
1560000 405
1456000 145
1352000 538
1248000 950
1144000 266
1040000 532
936000 521
832000 1390
728000 788
624000 658
520000 4357
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 3641
2184000 201
2080000 4223
1976000 372
1872000 202
1768000 653
1664000 297
1560000 405
1456000 145
1352000 538
1248000 950
1144000 266
1040000 532
936000 521
832000 1390
728000 790
624000 658
520000 4357
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 3641
2184000 201
2080000 4223
1976000 372
1872000 202
1768000 653
1664000 297
1560000 405
1456000 145
1352000 538
1248000 950
1144000 266
1040000 532
936000 522
832000 1390
728000 791
624000 658
520000 4357
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 3641
2184000 201
2080000 4223
1976000 372
1872000 202
1768000 653
1664000 297
1560000 405
1456000 145
1352000 538
1248000 950
1144000 266
1040000 532
936000 524
832000 1390
728000 791
624000 658
520000 4357
--------------------------------------
------------ FREQ TIME --------------------------
