----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 5529
1482000 302
1378000 262
1274000 319
1170000 526
1066000 309
962000 443
858000 581
754000 658
650000 942
546000 1113
442000 2030
338000 2008
--------------------------------------
cpu 1 state 0
1586000 5529
1482000 302
1378000 262
1274000 319
1170000 526
1066000 309
962000 443
858000 581
754000 658
650000 942
546000 1113
442000 2035
338000 2008
--------------------------------------
cpu 2 state 0
1586000 5529
1482000 302
1378000 262
1274000 319
1170000 526
1066000 309
962000 443
858000 581
754000 658
650000 943
546000 1113
442000 2039
338000 2008
--------------------------------------
cpu 3 state 0
1586000 5529
1482000 302
1378000 262
1274000 319
1170000 526
1066000 309
962000 443
858000 581
754000 658
650000 947
546000 1113
442000 2039
338000 2008
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 2483
2184000 161
2080000 4133
1976000 301
1872000 172
1768000 500
1664000 205
1560000 211
1456000 73
1352000 397
1248000 701
1144000 203
1040000 317
936000 397
832000 923
728000 552
624000 469
520000 2842
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 2483
2184000 161
2080000 4133
1976000 301
1872000 172
1768000 500
1664000 205
1560000 211
1456000 73
1352000 397
1248000 701
1144000 203
1040000 317
936000 397
832000 923
728000 552
624000 471
520000 2843
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 2483
2184000 161
2080000 4133
1976000 301
1872000 172
1768000 500
1664000 205
1560000 211
1456000 73
1352000 397
1248000 701
1144000 203
1040000 317
936000 397
832000 923
728000 552
624000 471
520000 2847
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 2483
2184000 161
2080000 4133
1976000 301
1872000 172
1768000 500
1664000 205
1560000 211
1456000 73
1352000 397
1248000 701
1144000 203
1040000 317
936000 397
832000 923
728000 552
624000 471
520000 2850
--------------------------------------
------------ FREQ TIME --------------------------
