----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 5379
1482000 261
1378000 212
1274000 259
1170000 446
1066000 210
962000 393
858000 500
754000 548
650000 738
546000 869
442000 1655
338000 1729
--------------------------------------
cpu 1 state 0
1586000 5379
1482000 261
1378000 212
1274000 259
1170000 446
1066000 210
962000 393
858000 500
754000 548
650000 738
546000 869
442000 1655
338000 1731
--------------------------------------
cpu 2 state 0
1586000 5379
1482000 261
1378000 212
1274000 259
1170000 446
1066000 210
962000 393
858000 500
754000 548
650000 738
546000 869
442000 1655
338000 1734
--------------------------------------
cpu 3 state 0
1586000 5379
1482000 261
1378000 212
1274000 259
1170000 446
1066000 210
962000 393
858000 500
754000 548
650000 738
546000 869
442000 1657
338000 1738
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 2143
2184000 151
2080000 4123
1976000 240
1872000 142
1768000 450
1664000 174
1560000 171
1456000 73
1352000 346
1248000 598
1144000 143
1040000 256
936000 326
832000 771
728000 449
624000 348
520000 2310
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 2143
2184000 151
2080000 4123
1976000 240
1872000 142
1768000 450
1664000 174
1560000 171
1456000 73
1352000 346
1248000 598
1144000 143
1040000 256
936000 326
832000 771
728000 449
624000 348
520000 2313
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 2143
2184000 151
2080000 4123
1976000 240
1872000 142
1768000 450
1664000 174
1560000 171
1456000 73
1352000 346
1248000 598
1144000 143
1040000 256
936000 326
832000 771
728000 454
624000 348
520000 2313
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 2143
2184000 151
2080000 4123
1976000 240
1872000 142
1768000 450
1664000 174
1560000 171
1456000 73
1352000 346
1248000 598
1144000 143
1040000 256
936000 326
832000 771
728000 459
624000 348
520000 2313
--------------------------------------
------------ FREQ TIME --------------------------
