----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 12376
1482000 2150
1378000 1869
1274000 2265
1170000 2913
1066000 3086
962000 3966
858000 4958
754000 5169
650000 7787
546000 8371
442000 17965
338000 43821
--------------------------------------
cpu 1 state 0
1586000 12376
1482000 2150
1378000 1869
1274000 2265
1170000 2913
1066000 3086
962000 3966
858000 4958
754000 5169
650000 7787
546000 8371
442000 17965
338000 43824
--------------------------------------
cpu 2 state 0
1586000 12376
1482000 2150
1378000 1869
1274000 2265
1170000 2913
1066000 3086
962000 3966
858000 4958
754000 5169
650000 7787
546000 8371
442000 17965
338000 43829
--------------------------------------
cpu 3 state 0
1586000 12376
1482000 2150
1378000 1869
1274000 2265
1170000 2913
1066000 3086
962000 3966
858000 4958
754000 5169
650000 7787
546000 8371
442000 17965
338000 43831
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 12028
2184000 662
2080000 4845
1976000 1701
1872000 600
1768000 2532
1664000 1014
1560000 1803
1456000 1186
1352000 2358
1248000 3169
1144000 1321
1040000 3317
936000 2849
832000 7157
728000 6202
624000 5922
520000 58042
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 12028
2184000 662
2080000 4845
1976000 1701
1872000 600
1768000 2532
1664000 1014
1560000 1803
1456000 1186
1352000 2358
1248000 3169
1144000 1321
1040000 3317
936000 2849
832000 7159
728000 6202
624000 5922
520000 58042
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 12028
2184000 662
2080000 4845
1976000 1701
1872000 600
1768000 2532
1664000 1014
1560000 1803
1456000 1186
1352000 2358
1248000 3169
1144000 1321
1040000 3317
936000 2849
832000 7162
728000 6202
624000 5922
520000 58042
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 12028
2184000 662
2080000 4845
1976000 1701
1872000 600
1768000 2532
1664000 1014
1560000 1803
1456000 1186
1352000 2358
1248000 3169
1144000 1322
1040000 3317
936000 2849
832000 7163
728000 6202
624000 5922
520000 58042
--------------------------------------
------------ FREQ TIME --------------------------
