----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 12724
1482000 2262
1378000 1962
1274000 2357
1170000 3075
1066000 3247
962000 4158
858000 5291
754000 5650
650000 8580
546000 9674
442000 20224
338000 45508
--------------------------------------
cpu 1 state 0
1586000 12724
1482000 2262
1378000 1962
1274000 2357
1170000 3075
1066000 3247
962000 4158
858000 5291
754000 5650
650000 8580
546000 9680
442000 20224
338000 45508
--------------------------------------
cpu 2 state 0
1586000 12724
1482000 2262
1378000 1962
1274000 2357
1170000 3075
1066000 3247
962000 4158
858000 5291
754000 5653
650000 8580
546000 9681
442000 20224
338000 45508
--------------------------------------
cpu 3 state 0
1586000 12724
1482000 2262
1378000 1962
1274000 2357
1170000 3075
1066000 3247
962000 4158
858000 5291
754000 5655
650000 8580
546000 9681
442000 20224
338000 45508
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 12649
2184000 712
2080000 4896
1976000 1732
1872000 630
1768000 2692
1664000 1054
1560000 1953
1456000 1257
1352000 2428
1248000 3317
1144000 1371
1040000 3520
936000 2999
832000 7485
728000 6678
624000 6364
520000 62990
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 12649
2184000 712
2080000 4896
1976000 1732
1872000 630
1768000 2692
1664000 1054
1560000 1953
1456000 1257
1352000 2428
1248000 3317
1144000 1371
1040000 3520
936000 2999
832000 7488
728000 6678
624000 6364
520000 62990
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 12649
2184000 712
2080000 4896
1976000 1732
1872000 630
1768000 2692
1664000 1054
1560000 1953
1456000 1257
1352000 2428
1248000 3317
1144000 1371
1040000 3520
936000 2999
832000 7490
728000 6678
624000 6364
520000 62990
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 12649
2184000 712
2080000 4896
1976000 1732
1872000 630
1768000 2692
1664000 1054
1560000 1953
1456000 1257
1352000 2428
1248000 3317
1144000 1371
1040000 3520
936000 2999
832000 7492
728000 6678
624000 6364
520000 62990
--------------------------------------
------------ FREQ TIME --------------------------
