----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 17599
1482000 2857
1378000 3151
1274000 3828
1170000 5796
1066000 5614
962000 8838
858000 12151
754000 14118
650000 16835
546000 17731
442000 26646
338000 34588
--------------------------------------
cpu 1 state 0
1586000 17599
1482000 2857
1378000 3151
1274000 3828
1170000 5796
1066000 5614
962000 8838
858000 12151
754000 14118
650000 16835
546000 17731
442000 26646
338000 34591
--------------------------------------
cpu 2 state 0
1586000 17599
1482000 2857
1378000 3151
1274000 3828
1170000 5796
1066000 5614
962000 8838
858000 12151
754000 14118
650000 16835
546000 17731
442000 26646
338000 34594
--------------------------------------
cpu 3 state 0
1586000 17599
1482000 2857
1378000 3151
1274000 3828
1170000 5796
1066000 5614
962000 8838
858000 12151
754000 14118
650000 16835
546000 17731
442000 26646
338000 34597
--------------------------------------
cpu 4 state 0
2600000 1256
2496000 0
2392000 10
2288000 19673
2184000 1038
2080000 5575
1976000 2954
1872000 1362
1768000 3916
1664000 2173
1560000 3461
1456000 2123
1352000 4650
1248000 6058
1144000 3106
1040000 5736
936000 6599
832000 11079
728000 11762
624000 13077
520000 64156
--------------------------------------
cpu 5 state 0
2600000 1256
2496000 0
2392000 10
2288000 19673
2184000 1038
2080000 5575
1976000 2954
1872000 1362
1768000 3916
1664000 2173
1560000 3461
1456000 2123
1352000 4650
1248000 6058
1144000 3106
1040000 5736
936000 6599
832000 11079
728000 11762
624000 13082
520000 64156
--------------------------------------
cpu 6 state 0
2600000 1256
2496000 0
2392000 10
2288000 19673
2184000 1038
2080000 5575
1976000 2954
1872000 1362
1768000 3916
1664000 2173
1560000 3461
1456000 2123
1352000 4650
1248000 6058
1144000 3106
1040000 5736
936000 6599
832000 11079
728000 11762
624000 13086
520000 64157
--------------------------------------
cpu 7 state 0
2600000 1256
2496000 0
2392000 10
2288000 19673
2184000 1038
2080000 5575
1976000 2954
1872000 1362
1768000 3916
1664000 2173
1560000 3461
1456000 2123
1352000 4650
1248000 6058
1144000 3106
1040000 5736
936000 6599
832000 11079
728000 11762
624000 13086
520000 64165
--------------------------------------
------------ FREQ TIME --------------------------
