----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 16463
1482000 2606
1378000 2922
1274000 3389
1170000 5311
1066000 5144
962000 8044
858000 11287
754000 13272
650000 16050
546000 16771
442000 25604
338000 33518
--------------------------------------
cpu 1 state 0
1586000 16463
1482000 2606
1378000 2922
1274000 3389
1170000 5311
1066000 5144
962000 8044
858000 11287
754000 13272
650000 16050
546000 16771
442000 25610
338000 33518
--------------------------------------
cpu 2 state 0
1586000 16463
1482000 2606
1378000 2922
1274000 3389
1170000 5311
1066000 5144
962000 8044
858000 11287
754000 13272
650000 16050
546000 16771
442000 25616
338000 33518
--------------------------------------
cpu 3 state 0
1586000 16463
1482000 2606
1378000 2922
1274000 3389
1170000 5311
1066000 5144
962000 8044
858000 11287
754000 13272
650000 16053
546000 16771
442000 25617
338000 33518
--------------------------------------
cpu 4 state 0
2600000 1256
2496000 0
2392000 10
2288000 18660
2184000 948
2080000 5337
1976000 2764
1872000 1241
1768000 3522
1664000 2013
1560000 3099
1456000 1778
1352000 4335
1248000 5592
1144000 2813
1040000 5330
936000 6207
832000 10261
728000 11088
624000 12087
520000 62059
--------------------------------------
cpu 5 state 0
2600000 1256
2496000 0
2392000 10
2288000 18660
2184000 948
2080000 5337
1976000 2764
1872000 1241
1768000 3522
1664000 2013
1560000 3099
1456000 1778
1352000 4335
1248000 5592
1144000 2813
1040000 5330
936000 6207
832000 10261
728000 11088
624000 12087
520000 62063
--------------------------------------
cpu 6 state 0
2600000 1256
2496000 0
2392000 10
2288000 18660
2184000 948
2080000 5337
1976000 2764
1872000 1241
1768000 3522
1664000 2013
1560000 3099
1456000 1778
1352000 4335
1248000 5592
1144000 2813
1040000 5330
936000 6207
832000 10261
728000 11088
624000 12091
520000 62063
--------------------------------------
cpu 7 state 0
2600000 1256
2496000 0
2392000 10
2288000 18660
2184000 948
2080000 5337
1976000 2764
1872000 1241
1768000 3522
1664000 2013
1560000 3099
1456000 1778
1352000 4335
1248000 5592
1144000 2813
1040000 5330
936000 6207
832000 10261
728000 11088
624000 12095
520000 62063
--------------------------------------
------------ FREQ TIME --------------------------
