----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 15291
1482000 2336
1378000 2493
1274000 2897
1170000 4715
1066000 4490
962000 7242
858000 10554
754000 12162
650000 15052
546000 15533
442000 24231
338000 32295
--------------------------------------
cpu 1 state 0
1586000 15291
1482000 2336
1378000 2493
1274000 2897
1170000 4715
1066000 4490
962000 7242
858000 10554
754000 12162
650000 15052
546000 15533
442000 24231
338000 32298
--------------------------------------
cpu 2 state 0
1586000 15291
1482000 2336
1378000 2493
1274000 2897
1170000 4715
1066000 4490
962000 7242
858000 10554
754000 12162
650000 15052
546000 15533
442000 24231
338000 32300
--------------------------------------
cpu 3 state 0
1586000 15291
1482000 2336
1378000 2493
1274000 2897
1170000 4715
1066000 4490
962000 7242
858000 10554
754000 12162
650000 15052
546000 15533
442000 24231
338000 32303
--------------------------------------
cpu 4 state 0
2600000 1256
2496000 0
2392000 10
2288000 17135
2184000 848
2080000 5237
1976000 2482
1872000 1131
1768000 3257
1664000 1769
1560000 2875
1456000 1497
1352000 3897
1248000 5114
1144000 2511
1040000 4827
936000 5614
832000 9420
728000 10228
624000 10936
520000 59259
--------------------------------------
cpu 5 state 0
2600000 1256
2496000 0
2392000 10
2288000 17135
2184000 848
2080000 5237
1976000 2482
1872000 1131
1768000 3257
1664000 1769
1560000 2875
1456000 1497
1352000 3897
1248000 5114
1144000 2511
1040000 4827
936000 5619
832000 9420
728000 10228
624000 10936
520000 59260
--------------------------------------
cpu 6 state 0
2600000 1256
2496000 0
2392000 10
2288000 17135
2184000 848
2080000 5237
1976000 2482
1872000 1131
1768000 3257
1664000 1769
1560000 2875
1456000 1497
1352000 3897
1248000 5114
1144000 2511
1040000 4827
936000 5619
832000 9420
728000 10228
624000 10936
520000 59264
--------------------------------------
cpu 7 state 0
2600000 1256
2496000 0
2392000 10
2288000 17135
2184000 848
2080000 5237
1976000 2482
1872000 1131
1768000 3257
1664000 1769
1560000 2875
1456000 1497
1352000 3897
1248000 5114
1144000 2511
1040000 4827
936000 5619
832000 9420
728000 10228
624000 10936
520000 59268
--------------------------------------
------------ FREQ TIME --------------------------
