----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 13046
1482000 2374
1378000 2074
1274000 2437
1170000 3175
1066000 3430
962000 4387
858000 5716
754000 6234
650000 9477
546000 11067
442000 22770
338000 47426
--------------------------------------
cpu 1 state 0
1586000 13046
1482000 2374
1378000 2074
1274000 2437
1170000 3175
1066000 3430
962000 4387
858000 5716
754000 6234
650000 9481
546000 11067
442000 22770
338000 47426
--------------------------------------
cpu 2 state 0
1586000 13046
1482000 2374
1378000 2074
1274000 2437
1170000 3175
1066000 3430
962000 4387
858000 5716
754000 6234
650000 9482
546000 11067
442000 22772
338000 47426
--------------------------------------
cpu 3 state 0
1586000 13046
1482000 2374
1378000 2074
1274000 2437
1170000 3175
1066000 3430
962000 4387
858000 5716
754000 6234
650000 9482
546000 11067
442000 22774
338000 47426
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 13203
2184000 743
2080000 4937
1976000 1853
1872000 650
1768000 2825
1664000 1125
1560000 2083
1456000 1338
1352000 2531
1248000 3565
1144000 1453
1040000 3767
936000 3145
832000 7823
728000 7185
624000 6885
520000 68512
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 13203
2184000 743
2080000 4937
1976000 1853
1872000 650
1768000 2825
1664000 1125
1560000 2083
1456000 1338
1352000 2531
1248000 3565
1144000 1453
1040000 3767
936000 3151
832000 7823
728000 7185
624000 6885
520000 68512
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 13203
2184000 743
2080000 4937
1976000 1853
1872000 650
1768000 2825
1664000 1125
1560000 2083
1456000 1338
1352000 2531
1248000 3565
1144000 1453
1040000 3767
936000 3151
832000 7823
728000 7185
624000 6885
520000 68515
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 13203
2184000 743
2080000 4937
1976000 1853
1872000 650
1768000 2825
1664000 1125
1560000 2083
1456000 1338
1352000 2531
1248000 3565
1144000 1453
1040000 3767
936000 3151
832000 7823
728000 7185
624000 6885
520000 68519
--------------------------------------
------------ FREQ TIME --------------------------
