----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 14695
1482000 2723
1378000 2574
1274000 3019
1170000 3968
1066000 4418
962000 6211
858000 8861
754000 11123
650000 14827
546000 16218
442000 26232
338000 49457
--------------------------------------
cpu 1 state 0
1586000 14695
1482000 2723
1378000 2574
1274000 3019
1170000 3968
1066000 4418
962000 6211
858000 8861
754000 11123
650000 14827
546000 16218
442000 26232
338000 49459
--------------------------------------
cpu 2 state 0
1586000 14695
1482000 2723
1378000 2574
1274000 3019
1170000 3968
1066000 4418
962000 6211
858000 8861
754000 11123
650000 14827
546000 16218
442000 26232
338000 49466
--------------------------------------
cpu 3 state 0
1586000 14695
1482000 2723
1378000 2574
1274000 3019
1170000 3968
1066000 4418
962000 6211
858000 8861
754000 11123
650000 14827
546000 16218
442000 26234
338000 49469
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 16715
2184000 873
2080000 5265
1976000 2667
1872000 1037
1768000 3559
1664000 1802
1560000 2996
1456000 1881
1352000 3673
1248000 4749
1144000 2622
1040000 5623
936000 5607
832000 10843
728000 10770
624000 10612
520000 73048
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 16715
2184000 873
2080000 5265
1976000 2667
1872000 1037
1768000 3559
1664000 1802
1560000 2996
1456000 1881
1352000 3673
1248000 4749
1144000 2622
1040000 5623
936000 5607
832000 10848
728000 10770
624000 10612
520000 73049
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 16715
2184000 873
2080000 5265
1976000 2667
1872000 1037
1768000 3559
1664000 1802
1560000 2996
1456000 1881
1352000 3673
1248000 4749
1144000 2622
1040000 5623
936000 5607
832000 10853
728000 10770
624000 10612
520000 73049
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 16715
2184000 873
2080000 5265
1976000 2667
1872000 1037
1768000 3559
1664000 1802
1560000 2996
1456000 1881
1352000 3673
1248000 4749
1144000 2622
1040000 5623
936000 5607
832000 10853
728000 10770
624000 10612
520000 73053
--------------------------------------
------------ FREQ TIME --------------------------
