----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 13437
1482000 2434
1378000 2184
1274000 2557
1170000 3305
1066000 3661
962000 4765
858000 6516
754000 7825
650000 11217
546000 12751
442000 23541
338000 47784
--------------------------------------
cpu 1 state 0
1586000 13437
1482000 2434
1378000 2184
1274000 2557
1170000 3305
1066000 3661
962000 4765
858000 6517
754000 7825
650000 11217
546000 12751
442000 23541
338000 47786
--------------------------------------
cpu 2 state 0
1586000 13437
1482000 2434
1378000 2184
1274000 2557
1170000 3305
1066000 3661
962000 4765
858000 6517
754000 7825
650000 11217
546000 12751
442000 23541
338000 47789
--------------------------------------
cpu 3 state 0
1586000 13437
1482000 2434
1378000 2184
1274000 2557
1170000 3305
1066000 3661
962000 4765
858000 6517
754000 7825
650000 11217
546000 12751
442000 23541
338000 47791
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 14063
2184000 793
2080000 5007
1976000 2084
1872000 772
1768000 2995
1664000 1264
1560000 2373
1456000 1531
1352000 2895
1248000 3838
1144000 1723
1040000 4245
936000 3895
832000 8738
728000 8189
624000 8042
520000 69539
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 14063
2184000 793
2080000 5007
1976000 2084
1872000 772
1768000 2995
1664000 1264
1560000 2373
1456000 1531
1352000 2895
1248000 3838
1144000 1723
1040000 4247
936000 3895
832000 8738
728000 8189
624000 8042
520000 69539
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 14063
2184000 793
2080000 5007
1976000 2084
1872000 772
1768000 2995
1664000 1264
1560000 2373
1456000 1531
1352000 2895
1248000 3838
1144000 1723
1040000 4250
936000 3895
832000 8738
728000 8189
624000 8042
520000 69539
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 14063
2184000 793
2080000 5007
1976000 2084
1872000 772
1768000 2995
1664000 1264
1560000 2373
1456000 1531
1352000 2895
1248000 3838
1144000 1723
1040000 4252
936000 3895
832000 8738
728000 8189
624000 8042
520000 69539
--------------------------------------
------------ FREQ TIME --------------------------
