----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 18737
1482000 3656
1378000 3694
1274000 4225
1170000 5551
1066000 6563
962000 8732
858000 12098
754000 15195
650000 19363
546000 20876
442000 30383
338000 53299
--------------------------------------
cpu 1 state 0
1586000 18737
1482000 3656
1378000 3694
1274000 4225
1170000 5551
1066000 6563
962000 8732
858000 12098
754000 15195
650000 19363
546000 20876
442000 30386
338000 53299
--------------------------------------
cpu 2 state 0
1586000 18737
1482000 3656
1378000 3694
1274000 4225
1170000 5551
1066000 6563
962000 8732
858000 12098
754000 15195
650000 19363
546000 20876
442000 30389
338000 53299
--------------------------------------
cpu 3 state 0
1586000 18737
1482000 3656
1378000 3694
1274000 4225
1170000 5551
1066000 6563
962000 8732
858000 12098
754000 15195
650000 19363
546000 20876
442000 30396
338000 53299
--------------------------------------
cpu 4 state 0
2600000 455
2496000 0
2392000 0
2288000 21563
2184000 1361
2080000 5716
1976000 3498
1872000 1559
1768000 4660
1664000 2487
1560000 4248
1456000 2782
1352000 5189
1248000 6396
1144000 3747
1040000 7149
936000 7613
832000 13654
728000 14076
624000 14377
520000 81857
--------------------------------------
cpu 5 state 0
2600000 455
2496000 0
2392000 0
2288000 21563
2184000 1361
2080000 5716
1976000 3498
1872000 1559
1768000 4660
1664000 2487
1560000 4248
1456000 2782
1352000 5189
1248000 6396
1144000 3750
1040000 7149
936000 7613
832000 13654
728000 14076
624000 14377
520000 81857
--------------------------------------
cpu 6 state 0
2600000 455
2496000 0
2392000 0
2288000 21563
2184000 1361
2080000 5716
1976000 3498
1872000 1559
1768000 4660
1664000 2487
1560000 4248
1456000 2782
1352000 5189
1248000 6396
1144000 3757
1040000 7149
936000 7613
832000 13654
728000 14076
624000 14377
520000 81857
--------------------------------------
cpu 7 state 0
2600000 455
2496000 0
2392000 0
2288000 21563
2184000 1361
2080000 5716
1976000 3498
1872000 1559
1768000 4660
1664000 2487
1560000 4248
1456000 2782
1352000 5189
1248000 6396
1144000 3757
1040000 7149
936000 7613
832000 13654
728000 14076
624000 14377
520000 81864
--------------------------------------
------------ FREQ TIME --------------------------
