----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 12723
1482000 2519
1378000 2542
1274000 2898
1170000 4169
1066000 4370
962000 5060
858000 6731
754000 6697
650000 7664
546000 7957
442000 13500
338000 113604
--------------------------------------
cpu 1 state 0
1586000 12723
1482000 2519
1378000 2542
1274000 2898
1170000 4169
1066000 4370
962000 5060
858000 6731
754000 6697
650000 7664
546000 7957
442000 13501
338000 113607
--------------------------------------
cpu 2 state 0
1586000 12723
1482000 2519
1378000 2542
1274000 2898
1170000 4169
1066000 4370
962000 5060
858000 6731
754000 6697
650000 7664
546000 7957
442000 13504
338000 113607
--------------------------------------
cpu 3 state 0
1586000 12723
1482000 2519
1378000 2542
1274000 2898
1170000 4169
1066000 4370
962000 5060
858000 6731
754000 6697
650000 7664
546000 7957
442000 13508
338000 113607
--------------------------------------
cpu 4 state 0
2600000 56
2496000 21
2392000 20
2288000 8525
2184000 688
2080000 5065
1976000 1579
1872000 992
1768000 1577
1664000 1714
1560000 2213
1456000 1775
1352000 3132
1248000 2826
1144000 2063
1040000 3185
936000 4288
832000 5430
728000 7878
624000 8049
520000 129371
--------------------------------------
cpu 5 state 0
2600000 56
2496000 21
2392000 20
2288000 8525
2184000 688
2080000 5065
1976000 1579
1872000 992
1768000 1577
1664000 1714
1560000 2213
1456000 1775
1352000 3132
1248000 2826
1144000 2063
1040000 3185
936000 4290
832000 5430
728000 7878
624000 8049
520000 129371
--------------------------------------
cpu 6 state 0
2600000 56
2496000 21
2392000 20
2288000 8525
2184000 688
2080000 5065
1976000 1579
1872000 992
1768000 1577
1664000 1714
1560000 2213
1456000 1775
1352000 3132
1248000 2826
1144000 2063
1040000 3185
936000 4291
832000 5432
728000 7878
624000 8049
520000 129371
--------------------------------------
cpu 7 state 0
2600000 56
2496000 21
2392000 20
2288000 8525
2184000 688
2080000 5065
1976000 1579
1872000 992
1768000 1577
1664000 1714
1560000 2213
1456000 1775
1352000 3132
1248000 2826
1144000 2063
1040000 3185
936000 4291
832000 5434
728000 7878
624000 8049
520000 129371
--------------------------------------
------------ FREQ TIME --------------------------
