----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 11791
1482000 2289
1378000 2305
1274000 2440
1170000 3677
1066000 3977
962000 4444
858000 6044
754000 5993
650000 6881
546000 7312
442000 12769
338000 113280
--------------------------------------
cpu 1 state 0
1586000 11791
1482000 2289
1378000 2305
1274000 2440
1170000 3677
1066000 3977
962000 4444
858000 6044
754000 5996
650000 6881
546000 7312
442000 12769
338000 113280
--------------------------------------
cpu 2 state 0
1586000 11791
1482000 2289
1378000 2305
1274000 2440
1170000 3677
1066000 3977
962000 4444
858000 6044
754000 5999
650000 6881
546000 7312
442000 12769
338000 113280
--------------------------------------
cpu 3 state 0
1586000 11791
1482000 2289
1378000 2305
1274000 2440
1170000 3677
1066000 3977
962000 4444
858000 6044
754000 5999
650000 6881
546000 7312
442000 12769
338000 113283
--------------------------------------
cpu 4 state 0
2600000 56
2496000 21
2392000 20
2288000 7864
2184000 618
2080000 4916
1976000 1418
1872000 882
1768000 1389
1664000 1484
1560000 2001
1456000 1551
1352000 2789
1248000 2470
1144000 1892
1040000 2853
936000 3775
832000 4895
728000 7342
624000 7181
520000 127797
--------------------------------------
cpu 5 state 0
2600000 56
2496000 21
2392000 20
2288000 7864
2184000 618
2080000 4916
1976000 1418
1872000 882
1768000 1389
1664000 1484
1560000 2001
1456000 1551
1352000 2789
1248000 2470
1144000 1892
1040000 2853
936000 3778
832000 4895
728000 7342
624000 7181
520000 127797
--------------------------------------
cpu 6 state 0
2600000 56
2496000 21
2392000 20
2288000 7864
2184000 618
2080000 4916
1976000 1418
1872000 882
1768000 1389
1664000 1484
1560000 2001
1456000 1551
1352000 2789
1248000 2470
1144000 1892
1040000 2853
936000 3780
832000 4895
728000 7342
624000 7181
520000 127797
--------------------------------------
cpu 7 state 0
2600000 56
2496000 21
2392000 20
2288000 7864
2184000 618
2080000 4916
1976000 1418
1872000 882
1768000 1389
1664000 1484
1560000 2001
1456000 1551
1352000 2789
1248000 2470
1144000 1892
1040000 2853
936000 3782
832000 4895
728000 7342
624000 7181
520000 127797
--------------------------------------
------------ FREQ TIME --------------------------
