----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 17057
1482000 3176
1378000 3054
1274000 3721
1170000 4733
1066000 5531
962000 7413
858000 10552
754000 13460
650000 17679
546000 19039
442000 28715
338000 52236
--------------------------------------
cpu 1 state 0
1586000 17057
1482000 3176
1378000 3054
1274000 3721
1170000 4733
1066000 5531
962000 7413
858000 10552
754000 13460
650000 17679
546000 19041
442000 28715
338000 52236
--------------------------------------
cpu 2 state 0
1586000 17057
1482000 3176
1378000 3054
1274000 3721
1170000 4733
1066000 5531
962000 7413
858000 10552
754000 13460
650000 17679
546000 19043
442000 28715
338000 52236
--------------------------------------
cpu 3 state 0
1586000 17057
1482000 3176
1378000 3054
1274000 3721
1170000 4733
1066000 5531
962000 7413
858000 10552
754000 13460
650000 17679
546000 19045
442000 28715
338000 52236
--------------------------------------
cpu 4 state 0
2600000 455
2496000 0
2392000 0
2288000 19373
2184000 1082
2080000 5515
1976000 3233
1872000 1349
1768000 4203
1664000 2175
1560000 3697
1456000 2286
1352000 4545
1248000 5735
1144000 3325
1040000 6499
936000 6958
832000 12595
728000 12749
624000 12614
520000 77985
--------------------------------------
cpu 5 state 0
2600000 455
2496000 0
2392000 0
2288000 19373
2184000 1082
2080000 5515
1976000 3233
1872000 1349
1768000 4203
1664000 2175
1560000 3701
1456000 2286
1352000 4545
1248000 5737
1144000 3325
1040000 6499
936000 6958
832000 12595
728000 12749
624000 12614
520000 77985
--------------------------------------
cpu 6 state 0
2600000 455
2496000 0
2392000 0
2288000 19373
2184000 1082
2080000 5515
1976000 3233
1872000 1349
1768000 4203
1664000 2175
1560000 3707
1456000 2286
1352000 4545
1248000 5737
1144000 3325
1040000 6499
936000 6958
832000 12595
728000 12749
624000 12614
520000 77985
--------------------------------------
cpu 7 state 0
2600000 455
2496000 0
2392000 0
2288000 19373
2184000 1082
2080000 5515
1976000 3233
1872000 1349
1768000 4203
1664000 2175
1560000 3708
1456000 2286
1352000 4545
1248000 5737
1144000 3325
1040000 6499
936000 6958
832000 12595
728000 12749
624000 12614
520000 77988
--------------------------------------
------------ FREQ TIME --------------------------
