----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 25358
1482000 5283
1378000 5380
1274000 6147
1170000 8268
1066000 12892
962000 11822
858000 16402
754000 19442
650000 25478
546000 27394
442000 47060
338000 223094
--------------------------------------
cpu 1 state 0
1586000 25358
1482000 5283
1378000 5380
1274000 6147
1170000 8268
1066000 12892
962000 11822
858000 16402
754000 19442
650000 25478
546000 27394
442000 47060
338000 223097
--------------------------------------
cpu 2 state 0
1586000 25358
1482000 5283
1378000 5380
1274000 6147
1170000 8268
1066000 12892
962000 11822
858000 16402
754000 19442
650000 25478
546000 27394
442000 47064
338000 223099
--------------------------------------
cpu 3 state 0
1586000 25358
1482000 5283
1378000 5380
1274000 6147
1170000 8268
1066000 12892
962000 11822
858000 16402
754000 19442
650000 25478
546000 27395
442000 47070
338000 223099
--------------------------------------
cpu 4 state 0
2600000 462
2496000 10
2392000 10
2288000 31542
2184000 1914
2080000 6429
1976000 4753
1872000 2218
1768000 6696
1664000 3421
1560000 6133
1456000 3728
1352000 7161
1248000 9344
1144000 5116
1040000 10162
936000 10217
832000 18556
728000 20347
624000 19454
520000 266368
--------------------------------------
cpu 5 state 0
2600000 462
2496000 10
2392000 10
2288000 31542
2184000 1914
2080000 6429
1976000 4753
1872000 2218
1768000 6696
1664000 3421
1560000 6133
1456000 3728
1352000 7161
1248000 9344
1144000 5116
1040000 10162
936000 10217
832000 18556
728000 20349
624000 19454
520000 266369
--------------------------------------
cpu 6 state 0
2600000 462
2496000 10
2392000 10
2288000 31542
2184000 1914
2080000 6429
1976000 4753
1872000 2218
1768000 6696
1664000 3421
1560000 6133
1456000 3728
1352000 7161
1248000 9344
1144000 5116
1040000 10162
936000 10217
832000 18556
728000 20352
624000 19454
520000 266369
--------------------------------------
cpu 7 state 0
2600000 462
2496000 10
2392000 10
2288000 31542
2184000 1914
2080000 6429
1976000 4753
1872000 2218
1768000 6696
1664000 3421
1560000 6133
1456000 3728
1352000 7161
1248000 9344
1144000 5116
1040000 10162
936000 10217
832000 18556
728000 20355
624000 19454
520000 266369
--------------------------------------
------------ FREQ TIME --------------------------
