----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 10547
1482000 1398
1378000 1378
1274000 1635
1170000 2840
1066000 2139
962000 3082
858000 4620
754000 5420
650000 7979
546000 9776
442000 20070
338000 28755
--------------------------------------
cpu 1 state 0
1586000 10547
1482000 1398
1378000 1378
1274000 1635
1170000 2840
1066000 2139
962000 3082
858000 4620
754000 5420
650000 7979
546000 9776
442000 20073
338000 28759
--------------------------------------
cpu 2 state 0
1586000 10547
1482000 1398
1378000 1378
1274000 1635
1170000 2840
1066000 2139
962000 3082
858000 4620
754000 5420
650000 7979
546000 9776
442000 20079
338000 28759
--------------------------------------
cpu 3 state 0
1586000 10547
1482000 1398
1378000 1378
1274000 1635
1170000 2840
1066000 2139
962000 3082
858000 4620
754000 5420
650000 7982
546000 9776
442000 20080
338000 28759
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 11176
2184000 556
2080000 4689
1976000 1483
1872000 549
1768000 2042
1664000 1021
1560000 1743
1456000 607
1352000 2154
1248000 2938
1144000 984
1040000 2497
936000 2448
832000 5195
728000 4729
624000 5401
520000 49446
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 11176
2184000 556
2080000 4689
1976000 1483
1872000 549
1768000 2042
1664000 1021
1560000 1743
1456000 607
1352000 2154
1248000 2938
1144000 984
1040000 2497
936000 2448
832000 5195
728000 4732
624000 5401
520000 49446
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 11176
2184000 556
2080000 4689
1976000 1483
1872000 549
1768000 2042
1664000 1021
1560000 1743
1456000 607
1352000 2154
1248000 2938
1144000 984
1040000 2497
936000 2448
832000 5195
728000 4737
624000 5401
520000 49446
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 11176
2184000 556
2080000 4689
1976000 1483
1872000 549
1768000 2042
1664000 1021
1560000 1743
1456000 607
1352000 2154
1248000 2938
1144000 984
1040000 2497
936000 2448
832000 5195
728000 4738
624000 5401
520000 49449
--------------------------------------
------------ FREQ TIME --------------------------
