----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 11707
1482000 1716
1378000 1801
1274000 2105
1170000 3663
1066000 3060
962000 5036
858000 7394
754000 8679
650000 11032
546000 12305
442000 21542
338000 29650
--------------------------------------
cpu 1 state 0
1586000 11707
1482000 1716
1378000 1801
1274000 2105
1170000 3663
1066000 3060
962000 5036
858000 7394
754000 8679
650000 11032
546000 12305
442000 21542
338000 29654
--------------------------------------
cpu 2 state 0
1586000 11707
1482000 1716
1378000 1801
1274000 2105
1170000 3663
1066000 3060
962000 5036
858000 7394
754000 8679
650000 11032
546000 12305
442000 21542
338000 29657
--------------------------------------
cpu 3 state 0
1586000 11707
1482000 1716
1378000 1801
1274000 2105
1170000 3663
1066000 3060
962000 5036
858000 7394
754000 8679
650000 11032
546000 12305
442000 21542
338000 29659
--------------------------------------
cpu 4 state 0
2600000 0
2496000 0
2392000 0
2288000 13775
2184000 696
2080000 4890
1976000 1911
1872000 818
1768000 2679
1664000 1334
1560000 2198
1456000 942
1352000 2931
1248000 3862
1144000 1617
1040000 3434
936000 3858
832000 7030
728000 6968
624000 7827
520000 52933
--------------------------------------
cpu 5 state 0
2600000 0
2496000 0
2392000 0
2288000 13775
2184000 696
2080000 4890
1976000 1911
1872000 818
1768000 2679
1664000 1334
1560000 2198
1456000 942
1352000 2931
1248000 3862
1144000 1617
1040000 3434
936000 3861
832000 7030
728000 6968
624000 7827
520000 52936
--------------------------------------
cpu 6 state 0
2600000 0
2496000 0
2392000 0
2288000 13775
2184000 696
2080000 4890
1976000 1911
1872000 818
1768000 2679
1664000 1334
1560000 2198
1456000 942
1352000 2931
1248000 3862
1144000 1617
1040000 3434
936000 3861
832000 7030
728000 6968
624000 7827
520000 52940
--------------------------------------
cpu 7 state 0
2600000 0
2496000 0
2392000 0
2288000 13775
2184000 696
2080000 4890
1976000 1911
1872000 818
1768000 2679
1664000 1334
1560000 2198
1456000 942
1352000 2931
1248000 3862
1144000 1617
1040000 3434
936000 3861
832000 7030
728000 6968
624000 7827
520000 52945
--------------------------------------
------------ FREQ TIME --------------------------
