----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 21812
1482000 4463
1378000 4597
1274000 5134
1170000 7056
1066000 11731
962000 10301
858000 14082
754000 17321
650000 22553
546000 24272
442000 38217
338000 130927
--------------------------------------
cpu 1 state 0
1586000 21812
1482000 4463
1378000 4597
1274000 5134
1170000 7056
1066000 11731
962000 10301
858000 14082
754000 17321
650000 22557
546000 24272
442000 38217
338000 130927
--------------------------------------
cpu 2 state 0
1586000 21812
1482000 4463
1378000 4597
1274000 5134
1170000 7056
1066000 11731
962000 10301
858000 14082
754000 17321
650000 22559
546000 24272
442000 38218
338000 130927
--------------------------------------
cpu 3 state 0
1586000 21812
1482000 4463
1378000 4597
1274000 5134
1170000 7056
1066000 11731
962000 10301
858000 14082
754000 17321
650000 22559
546000 24272
442000 38223
338000 130927
--------------------------------------
cpu 4 state 0
2600000 455
2496000 10
2392000 0
2288000 26535
2184000 1663
2080000 6127
1976000 4189
1872000 1945
1768000 5680
1664000 2983
1560000 5160
1456000 3275
1352000 6318
1248000 7983
1144000 4533
1040000 8638
936000 9002
832000 16152
728000 17202
624000 16926
520000 167704
--------------------------------------
cpu 5 state 0
2600000 455
2496000 10
2392000 0
2288000 26535
2184000 1663
2080000 6127
1976000 4189
1872000 1945
1768000 5680
1664000 2983
1560000 5160
1456000 3275
1352000 6318
1248000 7983
1144000 4533
1040000 8638
936000 9002
832000 16152
728000 17202
624000 16926
520000 167708
--------------------------------------
cpu 6 state 0
2600000 455
2496000 10
2392000 0
2288000 26535
2184000 1663
2080000 6127
1976000 4189
1872000 1945
1768000 5680
1664000 2983
1560000 5160
1456000 3275
1352000 6318
1248000 7983
1144000 4533
1040000 8638
936000 9002
832000 16152
728000 17202
624000 16926
520000 167712
--------------------------------------
cpu 7 state 0
2600000 455
2496000 10
2392000 0
2288000 26535
2184000 1663
2080000 6127
1976000 4189
1872000 1945
1768000 5680
1664000 2983
1560000 5160
1456000 3275
1352000 6318
1248000 7983
1144000 4533
1040000 8638
936000 9002
832000 16152
728000 17207
624000 16926
520000 167713
--------------------------------------
------------ FREQ TIME --------------------------
