----------- FREQ TIME---------------------------
cpu 0 state 0
1586000 21982
1482000 4513
1378000 4668
1274000 5185
1170000 7159
1066000 11831
962000 10390
858000 14233
754000 17502
650000 22682
546000 24453
442000 38531
338000 131268
--------------------------------------
cpu 1 state 0
1586000 21982
1482000 4513
1378000 4668
1274000 5185
1170000 7159
1066000 11831
962000 10390
858000 14233
754000 17502
650000 22682
546000 24453
442000 38531
338000 131271
--------------------------------------
cpu 2 state 0
1586000 21982
1482000 4513
1378000 4668
1274000 5185
1170000 7159
1066000 11831
962000 10390
858000 14233
754000 17502
650000 22682
546000 24453
442000 38531
338000 131276
--------------------------------------
cpu 3 state 0
1586000 21982
1482000 4513
1378000 4670
1274000 5185
1170000 7159
1066000 11831
962000 10390
858000 14233
754000 17502
650000 22682
546000 24453
442000 38531
338000 131276
--------------------------------------
cpu 4 state 0
2600000 455
2496000 10
2392000 0
2288000 26864
2184000 1683
2080000 6137
1976000 4229
1872000 1965
1768000 5710
1664000 3003
1560000 5241
1456000 3295
1352000 6328
1248000 8054
1144000 4554
1040000 8721
936000 9060
832000 16314
728000 17313
624000 17067
520000 168406
--------------------------------------
cpu 5 state 0
2600000 455
2496000 10
2392000 0
2288000 26864
2184000 1683
2080000 6137
1976000 4229
1872000 1965
1768000 5710
1664000 3003
1560000 5241
1456000 3295
1352000 6328
1248000 8054
1144000 4554
1040000 8721
936000 9062
832000 16314
728000 17313
624000 17067
520000 168406
--------------------------------------
cpu 6 state 0
2600000 455
2496000 10
2392000 0
2288000 26864
2184000 1683
2080000 6137
1976000 4229
1872000 1965
1768000 5710
1664000 3003
1560000 5241
1456000 3295
1352000 6328
1248000 8054
1144000 4554
1040000 8721
936000 9064
832000 16314
728000 17313
624000 17067
520000 168406
--------------------------------------
cpu 7 state 0
2600000 455
2496000 10
2392000 0
2288000 26864
2184000 1683
2080000 6137
1976000 4229
1872000 1965
1768000 5710
1664000 3003
1560000 5241
1456000 3295
1352000 6328
1248000 8055
1144000 4554
1040000 8721
936000 9064
832000 16314
728000 17313
624000 17067
520000 168406
--------------------------------------
------------ FREQ TIME --------------------------
